Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.6983912,203.6632576,231.6031444,254.0900344,273.4156535,312.5505037,376.360968,411.9061956,485.0012393,531.30014,507.8076328,522.9852199,569.9653116,606.1711538,622.2979783,594.868293,606.4216398,635.5503265,685.8865751,740.332331,994.1710803,,
Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.3833147,940.9039611,1020.027405,1075.552008,1133.12808,1200.095249,1309.856737,1381.699312,1513.280137,1610.475737,1636.330031,1683.311788,1729.144567,1805.798534,1853.387124,1884.564968,1988.431715,2075.150548,2177.94453,2271.401929,2593.372854,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.35720435,76.90142505,89.96213108,109.2052967,123.87765,128.3904006,146.6185193,170.2064581,186.1796234,210.4307294,258.0586196,302.3026362,354.2597201,426.240883,481.7740612,477.4501814,488.8101753,530.8027921,586.0239661,573.3429118,545.8622701,,
"Egypt, Arab Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.76912,112.5467996,117.8056365,106.4913316,105.6207094,112.2658139,133.0136363,128.9908281,135.3195385,139.821883,129.8934314,142.3187576,142.0859292,152.8804074,153.0117312,181.5762342,175.3989585,182.0721702,156.9751936,158.9528543,167.3004975,,
Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.340573,1711.157466,1822.44654,1891.1416,1961.110511,2055.036021,2199.572118,2301.307316,2477.534608,2623.325397,2686.903806,2755.232837,2788.744349,2899.359071,2974.384181,3061.521276,3267.825471,3409.483193,3559.330155,3674.098895,4020.857977,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.81248305,23.41472608,28.00000527,21.01240284,19.63641939,11.08818028,10.67619226,16.25270299,15.86796769,12.13951314,13.28185475,12.55650722,13.22839848,11.69497114,10.20160149,11.77645254,12.51897891,15.56040769,11.35574488,14.40620554,15.36627425,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.26795,1123.731515,1205.236093,1358.511171,1441.127945,1539.970621,1749.33568,1877.373753,2056.073996,2200.124092,2154.977625,2150.415649,2091.799808,2083.319842,2139.617417,2271.472445,2390.61024,2497.901683,2580.176418,2702.189597,2965.467124,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.908144,384.600974,416.8123219,484.1108571,548.8933498,620.5156508,686.9174731,828.8375582,993.1141698,1034.111538,1013.073423,1069.894351,1152.462163,1245.051122,1370.925541,1442.801774,1561.467117,1642.024962,1796.73368,1924.15653,2250.060922,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58103244,10.33596937,10.687489,11.31510888,7.475847385,10.91739966,7.851502529,10.39162437,4.399871962,8.266248385,9.534834233,4.246473601,12.70827544,13.86811015,10.64073732,15.7446318,16.63849598,17.12175305,16.2259734,16.61974994,23.35848464,,
European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351.289674,1448.514477,1552.478505,1621.191322,1685.179477,1769.691532,1899.122098,1998.895363,2166.316829,2297.568496,2359.733345,2435.295245,2472.609158,2582.40804,2652.224175,2729.97348,2914.612935,3054.303607,3202.631182,3317.505547,3634.912387,,
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.77389033,52.75465281,51.60487988,59.52729932,72.22696377,69.02786961,81.9041122,83.75213602,73.33672253,79.15792586,73.15520448,73.79407685,68.7211244,65.36975328,64.36147425,62.63539816,59.42019934,66.94887672,67.55075066,60.80619192,69.17139591,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.631739,1536.109635,1676.161931,1782.975594,1957.322318,2066.929858,2247.598394,2404.809508,2636.19491,2749.126433,2797.293153,2987.608456,3126.805345,3232.987831,3249.392953,3220.360455,3279.896508,3387.022938,3522.938493,3701.192768,3983.250321,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.6300641,133.171933,145.8981087,150.3179395,160.6356879,180.3786848,192.0423004,193.1589045,175.635048,172.148159,177.7804837,160.8051676,174.0158552,183.2129586,221.8632548,246.6751874,251.4897921,270.6367845,334.3891261,344.8486137,304.9777056,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.739262,1953.290229,2099.873045,2075.986521,2160.012396,2274.781327,2418.288949,2517.082024,2617.758545,2781.978698,2855.272337,2956.490569,3009.666138,3188.186334,3263.768161,3381.939435,3702.823247,3839.762339,3962.140982,4097.990796,4403.975995,,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79399344,40.03579318,37.97167799,48.91953985,53.90539885,65.21577506,66.32093532,63.38415629,76.24063893,57.88469698,63.01254248,87.66576132,74.05898792,77.80627812,93.07021233,94.2182388,103.5673535,97.9492826,97.23855509,103.9525985,89.56143679,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.2029863,171.6768631,160.9029916,195.1585358,185.9275168,146.4780799,163.8132894,178.0053846,146.3967548,208.7419851,221.5617692,235.6726088,216.9216483,263.2040653,223.2848889,220.9506915,276.4468202,254.7854881,234.7934962,251.9517151,278.6229085,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.452073,1607.714389,1787.562408,1933.360991,2154.60759,2244.521764,2460.407776,2520.799,2717.270851,2873.623666,2955.864321,3009.039759,3094.007516,3193.684503,3300.0456,3378.539927,3512.038687,3584.928488,3690.526429,3896.218431,4668.024478,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0450767,38.18004279,41.25359544,48.22902393,54.20720143,63.10288718,70.42440361,75.63497351,111.6389718,145.6515255,144.3672368,115.1428477,150.6886955,193.5123509,248.8636591,315.3140637,372.3990392,352.8116239,404.7260881,418.8249387,404.5650068,,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.34884961,27.44391165,18.60010721,22.8330121,21.06719417,45.54495344,48.26731556,54.72582415,62.27233111,79.02909726,91.9139836,105.0507623,97.84986222,95.1046111,75.74312665,80.0361289,62.56935689,52.34619089,70.37127562,77.13953985,110.0662492,,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37144464,4.332320669,7.967288725,5.366178999,3.155160906,3.9536072,3.647078826,3.788449303,4.397958189,4.128025876,5.95673968,8.809940272,8.817721371,8.719788035,10.85760745,7.680454022,13.57419363,14.31726033,15.6268228,24.3092544,26.51580481,,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2635935,19.47654577,16.5181005,18.91565845,15.53028067,15.8836378,17.09939826,14.00608411,15.17942908,19.64922408,20.69527783,21.3901987,24.52575686,21.24830589,20.47229577,19.10144835,24.74677013,20.44543579,22.03938932,28.24270941,28.56135448,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75813016,32.47539104,20.39483963,27.44422287,38.29421143,33.40844683,31.25449464,33.12957263,30.18984338,36.07858499,14.93599258,6.4264568,7.042992369,7.750761988,8.589050491,9.17026396,8.685933925,10.15934927,10.49970621,10.52576026,13.92126338,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05858982,23.58384448,22.72277887,42.05594713,40.74712141,49.8989943,67.1097274,84.0781017,98.95942688,190.2170607,128.9549458,119.6892538,170.1533934,128.5228053,137.5044687,115.6376302,123.4223044,115.9058884,113.5780589,108.3404681,133.1966595,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.6046115,1060.522706,1127.23209,1210.050909,1209.753962,1334.764145,1454.672769,1561.303228,1782.366267,1953.299553,1846.093461,1548.052724,1408.701354,1341.482187,1191.195368,1264.100951,1193.852592,1212.324799,1253.604978,1213.807047,1431.855351,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.065802,156.6589166,207.1366987,183.2367784,222.8667787,241.1967828,200.0542816,212.8265286,212.6280046,219.6586617,208.1508759,249.5425245,247.0605124,250.4969788,251.9908472,252.2578103,243.8151152,280.709615,294.0395044,327.7052235,318.5535409,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.37339262,102.083797,103.3215507,110.5248774,112.4476375,108.1767875,126.3169024,128.2400939,137.5855535,146.999422,136.4903718,136.495499,143.5355867,160.8813111,169.1301705,181.6260541,182.7336132,177.6067612,185.1553991,208.1118906,212.8403149,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.93424081,85.22162169,94.35017333,95.14997154,98.01278486,100.1879713,100.8845101,111.2003375,117.5989119,136.5734269,142.9980802,184.4574235,191.2211969,211.4343731,242.0997432,268.2541655,290.6503248,340.4207867,373.9929516,391.6624954,781.3425323,,
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.11011,1629.374444,1743.67066,1842.031418,1948.133137,2055.650843,2203.70626,2319.256795,2461.093296,2620.034372,2707.342553,2842.862383,2925.467978,3047.433607,3194.245901,3324.156066,3457.259314,3580.736229,3723.898414,3919.195452,4488.364942,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3647037,65.15838647,68.20630131,72.83100337,72.69977377,92.4258724,111.1367377,120.6093276,124.7825049,143.5396182,137.448598,150.4392436,134.0708081,142.1002714,139.4906344,139.4137189,156.0124696,155.4778663,162.2401584,168.0868484,182.305801,209.0394033,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.40197226,17.51429422,16.97634831,18.77926794,19.81887906,22.36597521,23.61971568,25.05723299,24.71603512,27.59110043,26.90269532,27.1467214,27.48732221,28.62836312,30.96611184,35.06183391,35.3286913,34.49118276,36.19698475,37.80625404,45.49159783,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.6144107,687.3372765,619.5666086,701.0106888,762.6312948,898.1347223,1030.370924,1248.705218,1344.912994,1352.619589,1333.50707,1321.965891,1359.201374,1207.832472,1239.727339,1291.041126,1401.976513,1489.949131,1602.079026,1691.831149,1825.077332,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29695876,16.11565824,10.93013602,11.97357964,13.53395702,14.0753283,7.202906983,20.84645724,22.54511144,22.24478151,21.80863782,12.00450138,12.81743406,14.22903028,14.07039291,16.46114383,16.53072216,14.82668847,17.2381709,13.17211026,12.6506768,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.5431252,602.4323773,715.0946892,878.5366733,877.9321678,957.3740651,1005.468007,931.4974129,994.364501,1016.594245,1077.473496,1139.256882,1116.717629,1173.955717,1206.593458,1243.494999,1319.858266,1359.142929,1451.747445,1441.446047,1711.942759,,
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.12960616,94.68328889,101.5429234,110.1766789,118.7665303,129.1879,149.9859143,167.1709037,190.5770516,219.6593403,227.0612588,246.2443178,267.3965041,287.2490684,304.1915474,317.4731474,322.9430289,341.5948364,362.1481447,385.2298378,429.2782728,,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6283366,78.961897,83.93781486,90.7472473,97.74523666,105.9613688,121.8142689,134.9412249,152.4808898,174.8542083,179.5464136,193.7620026,209.9048221,225.3994792,238.0547289,248.334004,252.7881793,266.056508,281.2657754,297.9597708,331.4252559,,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.76187027,21.33422092,21.40633927,22.26483814,24.597417,26.16940275,26.31156878,27.14830867,26.71020306,28.84201718,28.21437157,28.77669532,31.51355726,32.68408668,34.36480525,37.8897262,37.83752,39.13249821,41.51906248,42.89393465,49.76364666,,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09150871,27.15990556,26.30889951,26.0437943,31.25610503,32.16956503,29.830315,29.99668067,29.32160859,31.27694853,30.17953122,30.60247769,36.73917654,37.98434612,39.2439761,43.59292145,41.85166675,46.61135998,49.27709103,51.87548584,59.06656893,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.02589232,41.1130804,37.58600847,48.01079193,46.84073437,49.25714915,59.97368933,79.25376883,74.97138542,78.49849165,55.72791141,63.33126836,74.00231469,81.7604291,101.5971505,118.3378254,144.1982381,147.6989562,162.9112555,175.694602,228.3543839,,
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.56689665,18.36742774,18.97377932,20.38649199,21.28514722,23.18273212,24.55955239,25.72855487,25.40561058,27.62230427,27.1994098,27.83217346,28.81054283,29.88156259,31.7923351,34.89347785,35.67630905,35.16413137,37.41369385,38.15279873,44.86380581,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.74201556,17.9997567,17.84681254,18.77253856,19.40725886,22.7737826,24.21348475,26.23959506,29.49650238,35.36220921,36.8532188,41.87442646,44.99009974,43.39853234,44.4306896,49.89803756,54.34460805,59.12487478,64.69660992,67.20094577,69.90273253,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.278625,1647.23936,1871.830295,2018.949948,2229.537136,2467.686878,2627.702927,2932.782636,3220.016067,3373.78706,3472.340127,3452.56606,3542.954415,3491.286112,3478.15814,3656.238249,3895.089493,4074.374742,4345.203933,4378.409155,5247.887963,5727.059266,
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.298225,209.8670656,212.6373118,252.2467595,245.6464577,271.3562854,321.1031329,321.3144845,314.9988331,384.4246131,368.5756599,386.0948383,351.9952587,340.3445375,502.5362472,510.1110865,526.4671879,547.0332636,512.2818687,410.8876876,414.4575849,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.57739925,250.5616252,188.9998184,162.6496768,217.3581662,274.9095696,339.1511618,288.725331,267.9117335,144.0718765,166.4213425,138.614912,71.51463302,64.13516534,179.5684587,199.3610028,225.4235666,254.3836112,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.730027,2247.779025,2492.953047,2583.212302,2686.878442,2702.169625,2768.893617,2838.215232,2996.742573,2996.27985,2653.650029,2684.285869,2744.190309,2910.702049,3044.33829,3206.123812,3527.167714,3760.254669,3945.40075,4105.942142,4248.249155,4688.239853,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.131137,1165.783572,1192.858159,1090.963396,1130.12097,1094.258929,1142.141426,1184.292395,1210.294692,1232.2342,1318.353985,1388.625455,1470.986989,1599.045008,1614.343047,1671.380982,1797.997715,1896.335411,1975.225906,2033.03479,2448.588634,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.46137,1619.052003,1696.705724,1728.381567,1846.047883,1950.234969,2131.748817,2160.373128,2361.424037,2429.413711,2462.937526,2473.59969,2437.64547,2436.448238,2421.195909,2430.050519,2590.326613,2658.278965,2756.873713,2828.650661,3067.416593,,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.8805271,159.7766078,189.4995374,147.5983304,184.6932251,172.6897029,163.1860219,225.395385,251.5284031,241.1570749,247.4039184,260.0153964,234.6003454,258.6866668,270.0943056,323.7096584,345.6536835,405.8975465,404.6191361,424.8206533,438.8177442,,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.7216302,285.7795322,305.0687194,293.5763734,266.6512278,374.2462109,351.1655687,417.1326977,485.6978758,605.6552922,540.1837156,556.9136673,519.0613582,455.2303164,439.588478,369.0125113,314.5094719,342.6795387,374.715304,383.3618874,358.9028595,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.372514,1638.879714,1701.364886,1762.551567,1866.19802,1999.27986,2075.896469,2213.151822,2315.800811,2441.902468,2622.951062,3176.221616,3362.381535,3537.457352,3564.261171,3693.513808,3638.807484,3728.353017,3808.139042,3848.559077,3898.740023,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.1300251,171.7828472,187.7369223,219.4399599,278.9004354,341.4174652,352.0384748,301.2934391,396.6581668,468.1013615,347.9862956,375.8630393,447.7548723,444.5084476,518.3775211,438.5541638,478.3164808,463.4559466,442.0908415,453.0057228,662.7196081,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.70537613,22.69001818,23.6777619,24.22037862,24.03384278,26.20249873,27.55051031,31.65777727,33.3314833,36.25466942,41.19034882,44.28802583,46.68427833,52.28471757,62.87162581,72.41048292,81.93758093,73.81821676,80.77635277,96.0262658,96.32575921,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.48331817,39.51289804,44.07154955,48.55905725,54.40001155,90.03895086,104.9535791,84.91670999,87.24474008,107.3349569,104.6910679,120.948995,152.051013,159.5685773,118.1360902,115.100365,118.0886133,119.9691606,129.4866763,129.3247576,120.8077757,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94256285,13.87476299,17.44011943,20.07725421,20.65797499,21.07599399,18.59230361,20.93809546,23.60521435,27.86953898,32.96107031,33.34691414,40.33773523,43.31074371,39.65626072,45.87382267,49.4627729,60.28156437,71.35378172,77.99842165,91.80294853,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7168846,176.4433032,175.2373767,160.1451125,186.3549183,182.3025559,158.859791,156.4918192,175.0650998,143.05942,137.5096015,135.4423291,133.9404143,142.4695001,149.8296431,136.4473498,155.3959842,171.2258411,193.1412859,204.4166375,191.7124309,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.7000785,321.5228853,331.0149108,350.3762027,384.6596763,445.7920411,474.3919972,456.2388336,439.7813324,465.4008266,458.757043,461.960292,454.9845694,467.0697665,514.4702223,515.307097,608.7391688,642.5364855,694.1282356,802.1589826,786.6643762,,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.3571264,491.6690691,507.0109448,551.5898668,596.2305136,667.6191704,790.5813707,884.7020959,938.0353464,1024.697193,1131.455231,1163.118158,1200.259434,1245.629543,1315.930726,1446.825788,1571.186463,1680.86149,1894.842179,2082.227867,2307.590286,2705.37058,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.2268949,1485.39801,1443.148703,1486.18379,1390.505525,1304.064641,1241.092913,1345.470915,1356.29843,1769.638861,1695.850326,1552.204439,1588.258959,1576.946533,1696.198868,1657.714089,1763.002502,1994.454923,2267.743508,2325.503823,2627.225598,,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.6311133,279.4194225,284.0584139,290.7628888,306.7877397,326.7663224,364.4591538,406.3520982,439.1399188,479.1170245,497.3977016,524.3564081,530.1458576,574.9500879,600.5596212,625.8508292,601.4619188,643.2940592,642.8379284,660.7669192,723.8960145,,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94536269,26.95660354,22.95306372,26.24241856,20.64003973,25.51525416,20.21529264,19.41821747,18.33882119,44.17052028,24.01628193,15.43341136,20.93474804,37.3566809,39.85053444,52.9269319,52.00400257,64.07595097,67.16981788,78.11530119,91.69148455,,
